model,generative_type,rank,parameters,vocabulary_size,context,commercial,merge
<a href='https://huggingface.co/TrustLLMeu/baseline-7-8b_2-3t-tokens_llama'>TrustLLMeu/baseline-7-8b_2-3t-tokens_llama (few-shot)</a>,🧠,2.65,7799574528,100096,4096,✓,✗
<a href='https://huggingface.co/Geotrend/distilbert-base-en-fr-de-no-da-cased'>Geotrend/distilbert-base-en-fr-de-no-da-cased</a>,🔍,2.65,75547394,41710,512,✓,✗
<a href='https://huggingface.co/01-ai/Yi-1.5-9B'>01-ai/Yi-1.5-9B (few-shot)</a>,🧠,2.65,8829407232,64000,4096,✓,✗
<a href='https://huggingface.co/Twitter/twhin-bert-base'>Twitter/twhin-bert-base</a>,🔍,2.65,278830082,250002,512,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-34b-code-base'>ibm-granite/granite-34b-code-base (few-shot)</a>,🧠,2.66,33715603456,49152,8192,✓,✗
<a href='https://huggingface.co/senseable/WestLake-7B-v2'>senseable/WestLake-7B-v2 (few-shot)</a>,🧠,2.67,7241732096,32000,4096,✗,✗
<a href='https://huggingface.co/AI-Sweden-Models/Llama-3-8B'>AI-Sweden-Models/Llama-3-8B (few-shot)</a>,🧠,2.67,8030261248,128256,8192,✓,✗
<a href='https://huggingface.co/AI-Nordics/bert-large-swedish-cased'>AI-Nordics/bert-large-swedish-cased</a>,🔍,2.68,335217666,30592,512,✓,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-14B-Chat'>Qwen/Qwen1.5-14B-Chat (few-shot)</a>,📝,2.69,14167290880,152064,32768,✗,✗
<a href='https://huggingface.co/alpindale/Mistral-7B-v0.2-hf'>alpindale/Mistral-7B-v0.2-hf (few-shot)</a>,🧠,2.69,7241732096,32000,32768,✓,✗
<a href='https://huggingface.co/ThatsGroes/munin-SkoleGPTOpenOrca-7b-16bit'>ThatsGroes/munin-SkoleGPTOpenOrca-7b-16bit (few-shot)</a>,📝,2.69,7241748480,32002,32768,✗,✗
<a href='https://huggingface.co/sentence-transformers/paraphrase-multilingual-mpnet-base-v2'>sentence-transformers/paraphrase-multilingual-mpnet-base-v2</a>,🔍,2.70,278045186,250002,512,✓,✗
<a href='https://huggingface.co/tiiuae/Falcon3-10B-Base'>tiiuae/Falcon3-10B-Base (few-shot)</a>,🧠,2.70,10305653760,131072,32768,✓,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-7B'>Qwen/Qwen1.5-7B (few-shot)</a>,📝,2.71,7721324544,151936,32641,✓,✗
"<a href='https://huggingface.co/merge-crew/da-sv-dare-ties-density-0.9'>merge-crew/da-sv-dare-ties-density-0.9 (few-shot, val)</a>",🧠,2.71,7241732096,32000,4096,✓,✓
<a href='https://huggingface.co/google/gemma-2-2b-it'>google/gemma-2-2b-it (few-shot)</a>,📝,2.72,2614341888,256000,8192,✓,✗
<a href='https://huggingface.co/CohereForAI/c4ai-command-r-v01'>CohereForAI/c4ai-command-r-v01 (few-shot)</a>,📝,2.72,34980831232,256000,8192,✗,✗
<a href='https://huggingface.co/CohereForAI/aya-expanse-8b'>CohereForAI/aya-expanse-8b (few-shot)</a>,🧠,2.72,8028033024,256000,8192,✗,✗
<a href='https://huggingface.co/Mabeck/Heidrun-Mistral-7B-base'>Mabeck/Heidrun-Mistral-7B-base (few-shot)</a>,🧠,2.72,7241732096,32000,32768,✓,✗
<a href='https://huggingface.co/sentence-transformers/paraphrase-xlm-r-multilingual-v1'>sentence-transformers/paraphrase-xlm-r-multilingual-v1</a>,🔍,2.72,278045186,250002,512,✓,✗
<a href='https://huggingface.co/Geotrend/distilbert-base-da-cased'>Geotrend/distilbert-base-da-cased</a>,🔍,2.72,61293314,23150,512,✓,✗
<a href='https://huggingface.co/KBLab/megatron-bert-large-swedish-cased-165k'>KBLab/megatron-bert-large-swedish-cased-165k</a>,🔍,2.73,369621120,64128,512,✓,✗
<a href='https://huggingface.co/tiiuae/Falcon3-7B-Instruct'>tiiuae/Falcon3-7B-Instruct (few-shot)</a>,📝,2.73,7455550464,131072,32768,✓,✗
"<a href='https://huggingface.co/RJuro/munin-neuralbeagle-SkoleGPTOpenOrca-7b'>RJuro/munin-neuralbeagle-SkoleGPTOpenOrca-7b (few-shot, val)</a>",📝,2.73,7241748480,32002,4096,✗,✓
"<a href='https://huggingface.co/timpal0l/BeagleCatMunin'>timpal0l/BeagleCatMunin (few-shot, val)</a>",🧠,2.74,7241732096,32000,4096,✗,✓
<a href='https://huggingface.co/BSC-LT/salamandra-7b'>BSC-LT/salamandra-7b (few-shot)</a>,🧠,2.74,7768117248,256000,8192,✓,✗
<a href='https://huggingface.co/Geotrend/distilbert-base-en-da-cased'>Geotrend/distilbert-base-en-da-cased</a>,🔍,2.75,68651522,32731,512,✓,✗
<a href='https://huggingface.co/google-bert/bert-base-multilingual-cased'>google-bert/bert-base-multilingual-cased</a>,🔍,2.75,178566653,119547,512,✓,✗
<a href='https://huggingface.co/Geotrend/bert-base-en-no-cased'>Geotrend/bert-base-en-no-cased</a>,🔍,2.75,111441410,33071,512,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-8b-instruct'>ibm-granite/granite-3.0-8b-instruct (few-shot)</a>,📝,2.76,8170848256,49155,4096,✓,✗
<a href='https://huggingface.co/Geotrend/bert-base-en-fr-de-no-da-cased'>Geotrend/bert-base-en-fr-de-no-da-cased</a>,🔍,2.76,118076162,41710,512,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/Llama-3-8B-instruct'>AI-Sweden-Models/Llama-3-8B-instruct (few-shot)</a>,📝,2.76,8030261248,128256,8192,✓,✗
<a href='https://huggingface.co/clips/mfaq'>clips/mfaq</a>,🔍,2.77,278047490,250005,128,✓,✗
<a href='https://huggingface.co/neph1/bellman-7b-mistral-instruct-v0.2'>neph1/bellman-7b-mistral-instruct-v0.2 (few-shot)</a>,📝,2.78,7241732096,32000,32768,✗,✗
"<a href='https://huggingface.co/merge-crew/da-sv-ties'>merge-crew/da-sv-ties (few-shot, val)</a>",🧠,2.78,7241732096,32000,4096,✓,✓
<a href='https://huggingface.co/Geotrend/bert-base-25lang-cased'>Geotrend/bert-base-25lang-cased</a>,🔍,2.78,151311362,84985,512,✓,✗
<a href='https://huggingface.co/flax-community/nordic-roberta-wiki'>flax-community/nordic-roberta-wiki</a>,🔍,2.78,124647170,50265,512,✓,✗
<a href='https://huggingface.co/BSC-LT/salamandra-7b-instruct'>BSC-LT/salamandra-7b-instruct (few-shot)</a>,📝,2.78,7768117248,256000,8192,✓,✗
<a href='https://huggingface.co/google/gemma-3-4b-pt'>google/gemma-3-4b-pt (few-shot)</a>,🧠,2.78,4300079472,262144,,✓,✗
<a href='https://huggingface.co/sentence-transformers/stsb-xlm-r-multilingual'>sentence-transformers/stsb-xlm-r-multilingual</a>,🔍,2.78,278045186,250002,512,✓,✗
<a href='https://huggingface.co/CohereForAI/aya-23-8B'>CohereForAI/aya-23-8B (few-shot)</a>,🧠,2.78,8028033024,256000,8192,✗,✗
<a href='https://huggingface.co/jannikskytt/MeDa-Bert'>jannikskytt/MeDa-Bert</a>,🔍,2.80,110618882,32000,511,✓,✗
"<a href='https://huggingface.co/KennethEnevoldsen/munin_mistral-7b'>KennethEnevoldsen/munin_mistral-7b (few-shot, val)</a>",🧠,2.81,7241732096,32000,4096,✗,✓
<a href='https://huggingface.co/ibm-granite/granite-34b-code-instruct'>ibm-granite/granite-34b-code-instruct (few-shot)</a>,📝,2.82,33715603456,49152,8192,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-8b-base'>ibm-granite/granite-3.0-8b-base (few-shot)</a>,🧠,2.83,8170835968,49152,4096,✓,✗
<a href='https://huggingface.co/Geotrend/bert-base-en-da-cased'>Geotrend/bert-base-en-da-cased</a>,🔍,2.83,111180290,32731,512,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-2-70b-chat-hf'>meta-llama/Llama-2-70b-chat-hf (few-shot)</a>,📝,2.83,68976653312,32000,4096,✓,✗
<a href='https://huggingface.co/utter-project/EuroLLM-9B-Instruct'>utter-project/EuroLLM-9B-Instruct (few-shot)</a>,📝,2.83,9152319488,128000,4096,✗,✗
<a href='https://huggingface.co/Qwen/Qwen3-1.7B'>Qwen/Qwen3-1.7B (few-shot)</a>,🤔,2.83,2031739904,151936,40960,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-2b-instruct'>ibm-granite/granite-3.0-2b-instruct (few-shot)</a>,📝,2.83,2634201088,49155,4097,✓,✗
<a href='https://huggingface.co/LumiOpen/Viking-33B'>LumiOpen/Viking-33B (few-shot)</a>,🧠,2.84,33119034368,131072,4096,✓,✗
"<a href='https://huggingface.co/birgermoell/Flashback-Bellman'>birgermoell/Flashback-Bellman (few-shot, val)</a>",🧠,2.84,7241732096,32000,4096,✗,✓
"<a href='https://huggingface.co/birgermoell/Rapid-Cycling'>birgermoell/Rapid-Cycling (few-shot, val)</a>",🧠,2.84,7241732096,32000,4096,✗,✓
<a href='https://huggingface.co/Geotrend/bert-base-da-cased'>Geotrend/bert-base-da-cased</a>,🔍,2.85,103822082,23150,512,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-3.2-3B'>meta-llama/Llama-3.2-3B (few-shot)</a>,🧠,2.85,3212749824,128256,131073,✓,✗
<a href='https://huggingface.co/KennethEnevoldsen/dfm-sentence-encoder-small'>KennethEnevoldsen/dfm-sentence-encoder-small</a>,🔍,2.85,21943938,96105,128,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-2-13b-hf'>meta-llama/Llama-2-13b-hf (few-shot)</a>,🧠,2.85,13015866880,32000,4096,✓,✗
"<a href='https://platform.openai.com/docs/models/gpt-4-turbo'>gpt-4-turbo-2024-04-09 (few-shot, val)</a>",📝,2.85,,100256,128000,✓,✗
"<a href='https://huggingface.co/birgermoell/BeagleCatMunin-Flashback-Bellman'>birgermoell/BeagleCatMunin-Flashback-Bellman (few-shot, val)</a>",🧠,2.86,7241732096,32000,4096,✗,✓
"<a href='https://huggingface.co/AI-Sweden-Models/tyr'>AI-Sweden-Models/tyr (few-shot, val)</a>",📝,2.87,7241732096,32000,4096,✗,✓
<a href='https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-600k'>KBLab/megatron-bert-base-swedish-cased-600k</a>,🔍,2.88,135357824,64128,512,✓,✗
<a href='https://huggingface.co/bineric/NorskGPT-Llama3-8b'>bineric/NorskGPT-Llama3-8b (few-shot)</a>,📝,2.88,8030261248,128256,8192,✗,✗
<a href='https://huggingface.co/bineric/NorskGPT-Mistral-7b'>bineric/NorskGPT-Mistral-7b (few-shot)</a>,📝,2.88,7241732096,32000,4096,✗,✗
<a href='https://huggingface.co/google-bert/bert-base-multilingual-uncased'>google-bert/bert-base-multilingual-uncased</a>,🔍,2.88,168055961,105879,512,✓,✗
<a href='https://huggingface.co/tiiuae/Falcon3-7B-Base'>tiiuae/Falcon3-7B-Base (few-shot)</a>,🧠,2.89,7455550464,131072,32768,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-20b-code-base'>ibm-granite/granite-20b-code-base (few-shot)</a>,🧠,2.90,20066993152,49152,8192,✓,✗
<a href='https://huggingface.co/TrustLLMeu/baseline-7-8b_1t-tokens_llama'>TrustLLMeu/baseline-7-8b_1t-tokens_llama (few-shot)</a>,🧠,2.90,7799574528,100096,4096,✓,✗
"<a href='https://huggingface.co/merge-crew/da-sv-task-arithmetic'>merge-crew/da-sv-task-arithmetic (few-shot, val)</a>",🧠,2.90,7241732096,32000,4096,✓,✓
"<a href='https://huggingface.co/merge-crew/da-sv-slerp'>merge-crew/da-sv-slerp (few-shot, val)</a>",🧠,2.90,7241732096,32000,4096,✓,✓
<a href='https://huggingface.co/sarnikowski/convbert-medium-small-da-cased'>sarnikowski/convbert-medium-small-da-cased</a>,🔍,2.90,24486086,28995,512,✓,✗
"<a href='https://huggingface.co/merge-crew/da-sv-dare-ties-density-0.6'>merge-crew/da-sv-dare-ties-density-0.6 (few-shot, val)</a>",🧠,2.90,7241732096,32000,4096,✓,✓
<a href='https://huggingface.co/ibm-granite/granite-8b-code-base-4k'>ibm-granite/granite-8b-code-base-4k (few-shot)</a>,🧠,2.91,8054910976,49152,4096,✓,✗
<a href='https://huggingface.co/danish-foundation-models/encoder-medium-v1'>danish-foundation-models/encoder-medium-v1</a>,🔍,2.91,110618882,32000,512,✓,✗
<a href='https://huggingface.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2'>sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2</a>,🔍,2.91,117654530,250037,512,✓,✗
<a href='https://huggingface.co/mistralai/Mistral-7B-v0.1'>mistralai/Mistral-7B-v0.1 (few-shot)</a>,🧠,2.92,7241732096,32000,4096,✓,✗
<a href='https://huggingface.co/RuterNorway/Llama-2-13b-chat-norwegian'>RuterNorway/Llama-2-13b-chat-norwegian (few-shot)</a>,📝,2.93,13015866880,32000,4096,✗,✗
<a href='https://huggingface.co/ibm-granite/granite-8b-code-instruct-4k'>ibm-granite/granite-8b-code-instruct-4k (few-shot)</a>,📝,2.93,8054910976,49152,4096,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-3.2-3B-Instruct'>meta-llama/Llama-3.2-3B-Instruct (few-shot)</a>,📝,2.94,3212749824,128256,131072,✓,✗
<a href='https://huggingface.co/Addedk/mbert-swedish-distilled-cased'>Addedk/mbert-swedish-distilled-cased</a>,🔍,2.94,135327746,119547,512,✓,✗
<a href='https://huggingface.co/microsoft/Phi-3-mini-4k-instruct'>microsoft/Phi-3-mini-4k-instruct (few-shot)</a>,📝,2.94,3821079552,32064,4096,✓,✗
<a href='https://huggingface.co/norallm/normistral-7b-warm-instruct'>norallm/normistral-7b-warm-instruct (few-shot)</a>,📝,2.94,,32768,2048,✓,✗
<a href='https://huggingface.co/nvidia/mistral-nemo-minitron-8b-instruct'>nvidia/mistral-nemo-minitron-8b-instruct (few-shot)</a>,📝,2.94,8414105600,131072,8192,✓,✗
<a href='https://huggingface.co/bineric/NorskGPT-Llama-13B-v0.1'>bineric/NorskGPT-Llama-13B-v0.1 (few-shot)</a>,📝,2.95,13015864320,32000,4096,✗,✗
<a href='https://huggingface.co/mistralai/Mistral-7B-v0.3'>mistralai/Mistral-7B-v0.3 (few-shot)</a>,🧠,2.95,7248023552,32768,32768,✓,✗
<a href='https://huggingface.co/emillykkejensen/Phi-3-mini-4k-instruct-dansk'>emillykkejensen/Phi-3-mini-4k-instruct-dansk (few-shot)</a>,📝,2.95,3821079552,32064,4096,✗,✗
<a href='https://huggingface.co/vesteinn/DanskBERT'>vesteinn/DanskBERT</a>,🔍,2.96,124548012,50005,514,✓,✗
<a href='https://huggingface.co/NorwAI/NorwAI-Mistral-7B'>NorwAI/NorwAI-Mistral-7B (few-shot)</a>,🧠,2.97,7536586752,67993,4096,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-2-7b-hf'>meta-llama/Llama-2-7b-hf (few-shot)</a>,📝,2.98,6738417664,32000,4096,✓,✗
<a href='https://huggingface.co/abhishek/autotrain-llama3-orpo-v2'>abhishek/autotrain-llama3-orpo-v2 (few-shot)</a>,📝,2.99,8030326784,128264,8192,✗,✗
<a href='https://huggingface.co/tollefj/nordavind-7b-instruct-warm'>tollefj/nordavind-7b-instruct-warm (few-shot)</a>,📝,2.99,7248023552,32768,2048,✗,✗
<a href='https://huggingface.co/allenai/OLMo-2-1124-13B'>allenai/OLMo-2-1124-13B (few-shot)</a>,🧠,2.99,13716198400,100352,4096,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-20b'>AI-Sweden-Models/gpt-sw3-20b (few-shot)</a>,🧠,3.01,20918423552,64000,2048,✓,✗
<a href='https://huggingface.co/LumiOpen/Viking-33B'>LumiOpen/Viking-33B@1000B (few-shot)</a>,🧠,3.02,33119034368,131072,4099,✓,✗
<a href='https://huggingface.co/Twitter/twhin-bert-large'>Twitter/twhin-bert-large</a>,🔍,3.02,561462786,250002,512,✓,✗
<a href='https://huggingface.co/microsoft/Phi-3-mini-128k-instruct'>microsoft/Phi-3-mini-128k-instruct (few-shot)</a>,📝,3.02,3821079552,32064,130947,✓,✗
<a href='https://huggingface.co/sarnikowski/convbert-small-da-cased'>sarnikowski/convbert-small-da-cased</a>,🔍,3.03,13014618,28995,512,✓,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-4B-Chat'>Qwen/Qwen1.5-4B-Chat (few-shot)</a>,📝,3.04,3950369280,151936,32768,✗,✗
<a href='https://huggingface.co/flax-community/swe-roberta-wiki-oscar'>flax-community/swe-roberta-wiki-oscar</a>,🔍,3.04,124647170,50265,512,✓,✗
<a href='https://huggingface.co/cardiffnlp/twitter-xlm-roberta-base'>cardiffnlp/twitter-xlm-roberta-base</a>,🔍,3.04,278045186,250002,514,✓,✗
<a href='https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1'>mistralai/Mistral-7B-Instruct-v0.1 (few-shot)</a>,📝,3.05,7241732096,32000,4096,✓,✗
<a href='https://huggingface.co/infly/OpenCoder-8B-Instruct'>infly/OpenCoder-8B-Instruct (few-shot)</a>,📝,3.06,7771262976,96640,8192,✓,✗
<a href='https://huggingface.co/KBLab/megatron-bert-base-swedish-cased-125k'>KBLab/megatron-bert-base-swedish-cased-125k</a>,🔍,3.06,135357824,64128,512,✓,✗
<a href='https://huggingface.co/tiiuae/falcon-11B'>tiiuae/falcon-11B (few-shot)</a>,📝,3.07,11102822400,65024,8192,✓,✗
<a href='https://huggingface.co/sarnikowski/electra-small-discriminator-da-256-cased'>sarnikowski/electra-small-discriminator-da-256-cased</a>,🔍,3.07,13353858,28995,512,✓,✗
<a href='https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2'>mistralai/Mistral-7B-Instruct-v0.2 (few-shot)</a>,📝,3.07,7241732096,32000,32768,✗,✗
"<a href='https://docs.anthropic.com/en/docs/about-claude/models/all-models'>claude-3-5-haiku-20241022 (zero-shot, val)</a>",📝,3.07,,,200000,✓,✗
<a href='https://huggingface.co/NorwAI/NorwAI-Llama2-7B'>NorwAI/NorwAI-Llama2-7B (few-shot)</a>,🧠,3.08,7033270272,67993,4096,✓,✗
<a href='https://huggingface.co/Maltehb/danish-bert-botxo'>Maltehb/danish-bert-botxo</a>,🔍,3.09,110618882,32000,512,✓,✗
<a href='https://huggingface.co/allenai/OLMo-1.7-7B-hf'>allenai/OLMo-1.7-7B-hf (few-shot)</a>,🧠,3.09,6888095744,50304,4096,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-2-13b-chat-hf'>meta-llama/Llama-2-13b-chat-hf (few-shot)</a>,📝,3.09,13015866880,32000,4096,✓,✗
<a href='https://huggingface.co/KBLab/bert-base-swedish-cased-new'>KBLab/bert-base-swedish-cased-new</a>,🔍,3.10,135259392,64000,512,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-2b-base'>ibm-granite/granite-3.0-2b-base (few-shot)</a>,🧠,3.10,2533525504,49152,4097,✓,✗
<a href='https://huggingface.co/sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking'>sentence-transformers/distilbert-multilingual-nli-stsb-quora-ranking</a>,🔍,3.11,135326210,119547,512,✓,✗
<a href='https://huggingface.co/sentence-transformers/quora-distilbert-multilingual'>sentence-transformers/quora-distilbert-multilingual</a>,🔍,3.11,135326210,119547,512,✓,✗
<a href='https://huggingface.co/01-ai/Yi-1.5-6B'>01-ai/Yi-1.5-6B (few-shot)</a>,🧠,3.11,6061035520,64000,4097,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-6.7b-v2'>AI-Sweden-Models/gpt-sw3-6.7b-v2 (few-shot)</a>,🧠,3.11,7111057408,64000,2048,✓,✗
<a href='https://huggingface.co/KBLab/bert-base-swedish-cased'>KBLab/bert-base-swedish-cased</a>,🔍,3.12,125333397,50325,512,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-20b-instruct'>AI-Sweden-Models/gpt-sw3-20b-instruct (few-shot)</a>,📝,3.12,20918423552,64000,2048,✓,✗
<a href='https://huggingface.co/microsoft/xlm-align-base'>microsoft/xlm-align-base</a>,🔍,3.12,278045186,250002,514,✓,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-4B'>Qwen/Qwen1.5-4B (few-shot)</a>,📝,3.13,3950369280,151936,32768,✓,✗
<a href='https://huggingface.co/MaLA-LM/emma-500-llama2-7b'>MaLA-LM/emma-500-llama2-7b (few-shot)</a>,🧠,3.14,6738415616,32000,4096,✓,✗
<a href='https://huggingface.co/Addedk/kbbert-distilled-cased'>Addedk/kbbert-distilled-cased</a>,🔍,3.15,82165250,50325,512,✓,✗
<a href='https://huggingface.co/dbmdz/bert-base-historic-multilingual-cased'>dbmdz/bert-base-historic-multilingual-cased</a>,🔍,3.16,110618882,32000,512,✓,✗
<a href='https://huggingface.co/danish-foundation-models/munin-7b-alpha'>danish-foundation-models/munin-7b-alpha (few-shot)</a>,🧠,3.16,7241732096,32000,32768,✓,✗
<a href='https://huggingface.co/Maltehb/aelaectra-danish-electra-small-cased'>Maltehb/aelaectra-danish-electra-small-cased</a>,🔍,3.18,13738498,32000,128,✓,✗
<a href='https://huggingface.co/occiglot/occiglot-7b-eu5'>occiglot/occiglot-7b-eu5 (few-shot)</a>,🧠,3.18,7241732096,32000,4096,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-40b'>AI-Sweden-Models/gpt-sw3-40b (few-shot)</a>,🧠,3.18,39926513664,64000,2048,✓,✗
<a href='https://huggingface.co/mideind/IceBERT-xlmr-ic3'>mideind/IceBERT-xlmr-ic3</a>,🔍,3.19,278545702,250002,514,✓,✗
<a href='https://huggingface.co/lightonai/alfred-40b-1023'>lightonai/alfred-40b-1023 (few-shot)</a>,📝,3.19,,65024,,✓,✗
<a href='https://huggingface.co/HPLT/gpt-33b-nordic-prerelease'>HPLT/gpt-33b-nordic-prerelease (few-shot)</a>,🧠,3.20,33119034368,131072,4099,✓,✗
<a href='https://huggingface.co/norallm/normistral-7b-warm'>norallm/normistral-7b-warm (few-shot)</a>,🧠,3.20,7248023552,32768,2048,✓,✗
<a href='https://huggingface.co/dbmdz/bert-medium-historic-multilingual-cased'>dbmdz/bert-medium-historic-multilingual-cased</a>,🔍,3.21,42130946,32000,512,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-2-7b-chat-hf'>meta-llama/Llama-2-7b-chat-hf (few-shot)</a>,📝,3.21,6738417664,32000,4096,✓,✗
<a href='https://huggingface.co/neuralmagic/Sparse-Llama-3.1-8B-2of4'>neuralmagic/Sparse-Llama-3.1-8B-2of4 (few-shot)</a>,🧠,3.21,8030261248,128256,131072,✓,✗
<a href='https://huggingface.co/Qwen/Qwen1.5-14B'>Qwen/Qwen1.5-14B (few-shot)</a>,📝,3.21,14167290880,152064,32768,✓,✗
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct'>AI-Sweden-Models/gpt-sw3-6.7b-v2-instruct (few-shot)</a>,📝,3.22,7111057408,64000,2048,✓,✗
<a href='https://huggingface.co/DDSC/roberta-base-danish'>DDSC/roberta-base-danish</a>,🔍,3.23,124697947,50265,514,✓,✗
"<a href='https://huggingface.co/merge-crew/da-sv-dare-ties-density-0.3'>merge-crew/da-sv-dare-ties-density-0.3 (few-shot, val)</a>",🧠,3.23,7241732096,32000,4096,✓,✓
<a href='https://huggingface.co/AI-Sweden-Models/gpt-sw3-1.3b-instruct'>AI-Sweden-Models/gpt-sw3-1.3b-instruct (few-shot)</a>,📝,3.25,1444532224,64000,2048,✓,✗
<a href='https://huggingface.co/google/gemma-3-1b-it'>google/gemma-3-1b-it (few-shot)</a>,📝,3.26,999885952,262144,32768,✓,✗
<a href='https://huggingface.co/stabilityai/stablelm-2-1_6b'>stabilityai/stablelm-2-1_6b (few-shot)</a>,🧠,3.27,1644515328,100352,4096,✓,✗
<a href='https://huggingface.co/Maltehb/aelaectra-danish-electra-small-uncased'>Maltehb/aelaectra-danish-electra-small-uncased</a>,🔍,3.28,13738498,32000,128,✓,✗
<a href='https://huggingface.co/birgermoell/roberta-swedish-scandi'>birgermoell/roberta-swedish-scandi</a>,🔍,3.29,124647170,50265,512,✓,✗
<a href='https://huggingface.co/occiglot/occiglot-7b-eu5-instruct'>occiglot/occiglot-7b-eu5-instruct (few-shot)</a>,📝,3.29,7241748480,32002,4096,✗,✗
<a href='https://huggingface.co/timpal0l/Mistral-7B-v0.1-flashback-v2-instruct'>timpal0l/Mistral-7B-v0.1-flashback-v2-instruct (few-shot)</a>,📝,3.30,7241732096,32000,32768,✓,✗
<a href='https://ollama.com/library/gemma3:1b'>ollama_chat/gemma3:1b (few-shot)</a>,📝,3.32,1000000000,262144,32768,✓,✗
<a href='https://huggingface.co/LumiOpen/Viking-7B'>LumiOpen/Viking-7B (few-shot)</a>,🧠,3.34,7550013440,131072,4096,✓,✗
<a href='https://huggingface.co/NorwAI/NorwAI-Mistral-7B-instruct'>NorwAI/NorwAI-Mistral-7B-instruct (few-shot)</a>,📝,3.34,7536586752,67993,3969,✗,✗
<a href='https://huggingface.co/infly/OpenCoder-8B-Base'>infly/OpenCoder-8B-Base (few-shot)</a>,📝,3.36,7771263040,96640,8192,✓,✗
<a href='https://huggingface.co/google/gemma-2-2b'>google/gemma-2-2b (few-shot)</a>,🧠,3.37,2614341888,256000,8192,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-3b-a800m-instruct'>ibm-granite/granite-3.0-3b-a800m-instruct (few-shot)</a>,📝,3.38,3374295552,49155,4096,✓,✗
<a href='https://huggingface.co/Qwen/Qwen2.5-Math-7B'>Qwen/Qwen2.5-Math-7B (few-shot)</a>,📝,3.38,7615616512,152064,4096,✓,✗
<a href='https://huggingface.co/LumiOpen/Viking-13B'>LumiOpen/Viking-13B (few-shot)</a>,🧠,3.38,14030361600,131072,4096,✓,✗
"<a href='https://huggingface.co/mlabonne/NeuralBeagle14-7B'>mlabonne/NeuralBeagle14-7B (few-shot, val)</a>",📝,3.38,7241732096,32000,4096,✗,✓
<a href='https://huggingface.co/jjzha/dajobbert-base-uncased'>jjzha/dajobbert-base-uncased</a>,🔍,3.39,110425346,31748,512,✓,✗
<a href='https://huggingface.co/meta-llama/Llama-3.2-1B-Instruct'>meta-llama/Llama-3.2-1B-Instruct (few-shot)</a>,📝,3.41,1235814400,128256,131073,✓,✗
<a href='https://huggingface.co/tiiuae/Falcon3-3B-Instruct'>tiiuae/Falcon3-3B-Instruct (few-shot)</a>,📝,3.43,3227655168,131072,32768,✓,✗
<a href='https://huggingface.co/HPLT/gpt-13b-nordic-prerelease'>HPLT/gpt-13b-nordic-prerelease (few-shot)</a>,🧠,3.44,14030361600,131072,4096,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-7b-instruct'>ibm-granite/granite-7b-instruct (few-shot)</a>,📝,3.45,6738481152,32008,4096,✓,✗
<a href='https://huggingface.co/ibm-granite/granite-3.0-3b-a800m-base'>ibm-granite/granite-3.0-3b-a800m-base (few-shot)</a>,🧠,3.46,3374286336,49152,4096,✓,✗
<a href='https://huggingface.co/vesteinn/XLMR-ENIS'>vesteinn/XLMR-ENIS</a>,🔍,3.46,124548012,50005,514,✓,✗
<a href='https://huggingface.co/openGPT-X/Teuken-7B-instruct-research-v0.4'>openGPT-X/Teuken-7B-instruct-research-v0.4 (few-shot)</a>,📝,3.47,7452725248,250680,4096,✗,✗
<a href='https://huggingface.co/BSC-LT/salamandra-2b-instruct'>BSC-LT/salamandra-2b-instruct (few-shot)</a>,📝,3.47,2253490176,256000,8192,✓,✗
